級別,單字,屬性,中文
4,bankrupt,adj./v./n.,破產
4,bargain,n./v.,便宜貨
4,barrier,n.,障礙
4,basin,n.,盆地
4,battery,n.,電池
4,beggar,n.,乞丐
4,behavior,n.,行為
4,bin,n.,垃圾桶
4,biography,n.,傳
4,biology,n.,生物學
4,blade,n.,刀刃
4,blend,v./n.,混合
4,blessing,n.,祝福
4,blink,v./n.,眨
4,bloom,n./v.,盛開
4,blossom,n./v.,開花
4,boast,v./n.,誇
4,bond,n./v.,紐帶
4,bounce,v./n.,彈跳
4,bracelet,n.,手鐲
4,breed,n./v.,品種
4,bridegroom/groom,n.,新郎/新郎
4,broke,adj.,壞了
4,broom,n.,掃帚
4,brutal,adj.,野蠻
4,bulletin,n.,公告
4,burglar,n.,竊賊
4,cabinet,n.,內閣
4,calculate,v.,計算
4,calculation,n.,計算
4,calorie,n.,卡路里
4,campaign,n./v.,活動
4,candidate,n.,候選人
4,cane,n.,甘蔗
4,canoe,n./v.,獨木舟
4,capacity,n.,容量
4,capital(ism),n.,資本（主義）
4,capitalist,n.,資本家
4,cargo,n.,貨物
4,carrier,n.,載體
4,carve,v.,雕刻
4,catalogue,n./v.,目錄
4,category,n.,類別
4,cease,v./n.,停止
4,celebration,n.,慶典
4,chamber,n.,室
4,championship,n.,錦標賽
4,characteristic,n./adj.,特徵
4,charity,n.,慈善事業
4,chemistry,n.,化學
4,cherish,v.,珍惜
4,chew,v./n.,嚼
4,choke,v./n.,嗆
4,chorus,n.,合唱
4,circular,adj.,圓
4,circulate,v.,流通
4,circulation,n.,循環
4,circumstance,n.,環境
4,civilian,adj./n.,平民
4,civilization,n.,文明
4,clarify,v.,闡明
4,clash,n./v.,衝突
4,classification,n.,分類
4,classify,v.,分類
4,claw,n./v.,爪
4,cliff,n.,懸崖
4,clumsy,adj.,笨拙
4,coarse,adj.,粗
4,code,n./v.,程式碼
4,collapse,n./v.,坍塌
4,colleague,n.,同事
4,combination,n.,組合
4,comedy,n.,喜劇
4,commander,n.,指揮官
4,comment,n./v.,評論
4,commerce,n.,商業
4,commit,v.,犯罪
4,communication,n.,溝通
4,community,n.,社群
4,companion,n.,伴侶
4,competition,n.,競賽
4,competitive,adj.,競爭的
4,competitor,n.,競爭者
4,complicate,v.,使複雜化
4,compose,v.,撰寫
4,composer,n.,作曲家
4,composition,n.,作品
4,concentrate,v.,集中
4,concentration,n.,專注
4,concept,n.,概念
4,concerning,prep.,有關
4,concrete,adj./n./v.,具體的
4,conductor,n.,導體
4,conference,n.,會議
4,confess,v.,承認
4,confidence,n.,信心
4,confusion,n.,錯亂
4,congratulate,v.,恭喜
4,congress,n.,國會
4,conquer,v.,征服
4,conscience,n.,良心
4,consequence,n.,結果
4,consequent,adj.,結果
4,conservative,adj./n.,保守的
4,consist,v.,組成
4,consistent,adj.,持續的
4,constitute,v.,構成
4,constitution,n.,憲法
4,construct,v.,構造
4,construction,n.,建造
4,constructive,adj.,建設性的
4,consult,v.,諮詢
4,consultant,n.,顧問
4,consume,v.,消耗
4,consumer,n.,消費者
4,container,n.,容器
4,content,n./adj.,內容
4,content(ment),v./(n.),滿意）
4,contest,n./v.,競賽
4,context,n.,情境
4,continual,adj.,連續的
4,continuous,adj.,連續的
4,contrary,n./adj.,相反
4,contrast,n./v.,對比
4,contribute,v.,貢獻
4,contribution,n.,貢獻
4,convenience,n.,方便
4,convention,n.,習俗
4,conventional,adj.,傳統的
4,converse,v.,交談
4,convey,v.,傳達
4,convince,v.,說服
4,cooperate,v.,合作
4,cooperation,n.,合作
4,cooperative,adj./n.,合作社
4,cope,v.,應付
4,copper,n./adj.,銅
4,cord,n.,繩索
4,correspond,v.,對應
4,costume,n.,戲服
4,cottage,n.,小屋
4,council,n.,理事會
4,counter,n./v./adj./adv.,櫃檯
4,courageous,adj.,勇敢
4,courtesy,n.,禮貌
4,coward,n.,懦夫
4,crack,n./v.,裂縫
4,craft,n.,工藝
4,creation,n.,創建
4,creativity,n.,創造力
4,creep,v.,蠕動
4,critic,n.,評論家
4,critical,adj.,批判的
4,criticism,n.,批評
4,criticize,v.,批評
4,cruelty,n.,殘酷
4,crunchy,adj.,脆脆的
4,crush,n./v.,壓碎
4,cube,n./v.,立方體
4,cue,n./v.,提示
4,cunning,adj./n.,狡猾
4,curiosity,n.,好奇心
4,curl,n./v.,捲曲
4,curse,n./v.,詛咒
4,curve,n./v.,曲線
4,cushion,n./v.,軟墊
4,damp,adj./n./v.,潮濕
4,deadline,n.,最後期限
4,declare,v.,宣告
4,decoration,n.,裝飾
4,defeat,n./v.,擊敗
4,defend,v.,保衛
4,defense,n.,防禦
4,defensible,adj.,可以防禦的
4,defensive,adj.,防禦性的
4,definite,adj.,定
4,delicate,adj.,精美的
4,delight,n./v.,喜
4,delightful,adj.,愉快
4,demand,n./v.,要求
4,demonstrate,v.,證明
4,demonstration,n.,示範
4,dense,adj.,稠密
4,depart,v.,離開
4,departure,n.,離開
4,dependent,adj./n.,依賴的
4,depression,n.,沮喪
4,deserve,v.,應得
4,desperate,adj.,絕望的
4,despite,prep.,儘管
4,destruction,n.,破壞
4,detective,n./adj.,偵探
4,determination,n.,決心
4,device,n.,裝置
4,devise,v.,設計
4,devote,v.,奉獻
4,dew,n.,露
4,diagram,n./v.,圖表
4,differ,v.,不同
4,digest,n./v.,消化
4,digital,adj.,數位的
4,dignity,n.,尊嚴
4,diligence,n.,勤勉
4,diligent,adj.,勤奮
4,diploma,n.,文憑
4,diplomat,n.,外交官
4,disability,n.,殘障
4,disadvantage,n./v.,劣勢
4,disappoint(ment),v./(n.),失望（心）
4,disaster,n.,災難
4,discipline,n./v.,紀律
4,discourage(ment),v./(n.),勸阻（勸阻）
4,disguise,v./n.,偽裝
4,disgust,n./v.,厭惡
4,dismiss,v.,解僱
4,disorder,n./v.,紊亂
4,dispute,n./v.,爭議
4,distinct,adj.,清楚的
4,distinguish,v.,區分
4,distinguished,adj.,傑出的
4,distribute,v.,散佈
4,distribution,n.,分配
4,district,n.,區
4,disturb,v.,打擾
4,diverse,adj.,各種各樣的
4,diversity,n.,多樣性
4,divine,adj.,神聖的
4,divorce,n./v.,離婚
4,dodge,v./n.,閃避
4,dominant,adj.,主導的
4,dominate,v.,支配
4,draft,n./v.,草稿
4,dread,n./v.,恐懼
4,drift,v./n.,漂移
4,drill,n./v.,鑽頭
4,drowsy,adj.,昏昏欲睡
4,durable,adj.,耐用的
4,dusty,adj.,塵土飛揚的
4,dye,n./v.,染料
4,dynamic,adj.,動態的
4,dynasty,n.,王朝
4,earnest,adj./n.,認真
4,earphone,n.,耳機
4,economic,adj.,經濟的
4,economical,adj.,經濟
4,economics,n.,經濟學
4,economist,n.,經濟學家
4,economy,n.,經濟
4,efficiency,n.,效率
4,elastic,adj./n.,鬆緊帶
4,electronics,n.,電子產品
4,elegant,adj.,優雅的
4,elementary,adj.,初級
4,eliminate,v.,排除
4,elsewhere,adv.,別處
4,embarrass(ment),v./(n.),尷尬（心）
4,embassy,n.,大使館
4,emerge,v.,出現
4,emphasis,n.,強調
4,empire,n.,帝國
4,enclose,v.,括
4,encounter,n./v.,遇到
4,endanger,v.,危害
4,endure,v.,忍受
4,enforce(ment),v./(n.),執行（執行）
4,engineering,n.,工程
4,enlarge(ment),v./(n.),放大）
4,enormous,adj.,巨大的
4,ensure,v.,確保
4,entertain(ment),v./(n.),娛樂）
4,enthusiasm,n.,熱情
4,equality,n.,平等
4,equip(ment),v./(n.),裝置)
4,era,n.,時代
4,essential,adj./n.,基本的
4,establish(ment),v./(n.),設立（設立）
4,estimate,n./v.,估計
4,ethnic,adj./n.,種族的
4,evaluate,v.,評價
4,evaluation,n.,評估
4,eventual,adj.,最終的
4,evidence,n./v.,證據
4,evident,adj.,明顯
4,exaggerate,v.,誇大
4,exception,n.,例外
4,exhaust,n./v.,排氣
4,exhibit,n./v.,展覽
4,expand,v.,擴張
4,expansion,n.,擴張
4,experimental,adj.,實驗性的
4,explanation,n.,解釋
4,explosion,n.,霹靂
4,explosive,adj./n.,霹靂
4,expose,v.,暴露
4,exposure,n.,曝露
4,extend,v.,延長
4,extent,n.,程度
4,facial,adj.,臉部的
4,facility,n.,設施
4,faithful,adj.,忠實
4,fame,n.,名聲
4,fantastic,adj.,極佳的
4,fantasy,n.,幻想
4,farewell,n.,告別
4,fasten,v.,系
4,fatal,adj.,致命的
4,favorable,adj.,有利
4,fax,n./v.,傳真
4,feast,n./v.,盛宴
4,feedback,n.,回饋
4,ferry,n./v.,渡輪
4,fertile,adj.,沃
4,fetch,v./n.,拿來
4,fiction,n.,小說
4,fierce,adj.,兇猛的
4,finance,n./v.,金融
4,financial,adj.,金融的
4,fireplace,n.,壁爐
4,flatter,v.,奉承
4,flea,n.,跳蚤
4,flee,v.,逃跑
4,flexible,adj.,靈活的
4,fluent,adj.,流暢
4,flush,v./n.,沖水
4,foam,n./v.,泡棉
4,forbid,v.,禁止
4,forecast,n./v.,預報
4,formation,n.,形成
4,formula,n.,公式
4,fort,n.,堡
4,fortunate,adj.,幸運
4,fossil,n./adj.,化石
4,foundation,n.,基礎
4,founder,n.,創辦人
4,fragile,adj.,脆弱的
4,frame,n./v.,框架
4,frequency,n.,頻率
4,freshman,n.,新生
4,frost,n./v.,霜
4,frown,n./v.,皺眉
4,frustrate,v.,阻撓
4,frustration,n.,挫折
4,fulfill(ment),v./(n.),履行）
4,functional,adj.,功能性的
4,fundamental,adj./n.,基本的
4,funeral,n.,葬禮
4,furious,adj.,狂怒
4,furnish,v.,提供
4,furthermore,adv.,另外
4,gallery,n.,畫廊
4,gaze,n./v.,目光
4,gear,n./v.,齒輪
4,gender,n.,性別
4,gene,n.,基因
4,generation,n.,世代
4,generosity,n.,慷慨
4,genius,n.,天才
4,genuine,adj.,真的
4,germ,n.,胚芽
4,gifted,adj.,天才
4,gigantic,adj.,巨大
4,giggle,n./v.,傻笑
4,ginger,n.,薑
4,glimpse,n./v.,一瞥
4,globe,n.,地球
4,glorious,adj.,輝煌
4,goods,n.,商品
4,gown,n.,袍
4,grace,n./v.,優雅
4,graceful,adj.,優美
4,gracious,adj.,親切
4,graduation,n.,畢業
4,grammar,n.,文法
4,grammatical,adj.,語法的
4,graph,n./v.,圖形
4,grateful,adj.,感激的
4,gratitude,n.,感激
4,grave,n./adj.,嚴重
4,greasy,adj.,膩
4,greeting(s),n.,問候）
4,grief,n.,悲傷
4,grind,v./n.,研磨
4,guarantee,v./n.,保證
4,guardian,n.,監護人
4,guilt,n.,有罪
4,guilty,adj.,有罪的
4,gulf,n.,海灣
4,habitual,adj.,習慣性的
4,halt,n./v.,停止
4,handwriting,n.,手寫
4,hardship,n.,困難
4,hardware,n.,硬體
4,harmony,n.,和諧
4,harsh,adj.,殘酷的
4,haste,n.,匆忙
4,hasten,v.,趨
4,hatred,n.,仇恨
4,hawk,n.,鷹
4,helicopter,n.,直升機
4,herd,n./v.,一群
4,hesitation,n.,猶豫
4,hive,n.,蜂巢
4,homeland,n.,家園
4,honeymoon,n./v.,蜜月
4,hook,n./v.,鉤
4,horizon,n.,地平線
4,horrify,v.,驚嚇
4,hose,n./v.,軟管
4,household,n.,家庭
4,housework,n.,家務
4,humanity,n.,人類
4,humidity,n.,濕度
4,hurricane,n.,颶風
4,hush,n./v.,噓
4,hydrogen,n.,氫
4,identical,adj.,完全相同的
4,identification,n.,鑑別
4,identify,v.,確認
4,idiom,n.,成語
4,idle,adj./v.,閒置的
4,idol,n.,偶像
4,ignorance,n.,無知
4,ignorant,adj.,無知
4,illustrate,v.,闡明
4,illustration,n.,插圖
4,imaginary,adj.,假想
4,imaginative,adj.,富有想像力的
4,imitate,v.,模擬
4,imitation,n.,模仿
4,immigrant,n.,移民
4,immigrate,v.,移民
4,immigration,n.,移民
4,impact,n./v.,影響
4,imply,v.,意味著
4,impose,v.,強加
4,impression,n.,印象
4,incident,n.,事件
4,including,prep.,包括
4,incredible,adj.,極佳的
4,indication,n.,指示
4,infant,n.,嬰兒
4,infection,n.,感染
4,inflation,n.,通貨膨脹
4,influential,adj.,有影響
4,informative,adj.,資訊豐富的
4,ingredient,n.,成分
4,initial,adj./n./v.,最初的
4,injure,v.,損傷
4,innocence,n.,純真
4,input,n./v.,輸入
4,insert,v./n.,插入
4,inspection,n.,檢查
4,inspiration,n.,靈感
4,inspire,v.,啟發
4,install,v.,安裝
4,instinct,n.,本能
4,instruct,v.,指示
4,instructor,n.,講師
4,insult,n./v.,侮辱
4,insurance,n.,保險
4,intellectual,adj./n.,知識分子
4,intelligence,n.,智力
4,intend,v.,打算
4,intense,adj.,激烈的
4,intensity,n.,強度
4,intensive,adj.,密集的
4,intention,n.,意圖
4,interact,v.,相互影響
4,interaction,n.,交互作用
4,interfere,v.,幹擾
4,intermediate,adj./n./v.,中間的
4,interpret,v.,解釋
4,interruption,n.,中斷
4,intimate,adj./n.,親密的
4,intuition,n.,直覺
4,invade,v.,入侵
4,invasion,n.,入侵
4,invention,n.,發明
4,invest(ment),v./(n.),投資）
4,investigation,n.,調查
4,involve(ment),v./(n.),參與（參與）
4,isolate,v.,隔離
4,isolation,n.,隔離
4,issue,n./v.,問題
4,jealousy,n.,妒忌
4,keen,adj.,敏銳的
4,kettle,n.,壺
4,kneel,v.,下跪
4,knob,n.,旋鈕
4,labor,n./v.,勞動
4,laboratory/lab,n.,實驗室/實驗室
4,lag,n./v.,落後
4,landmark,n.,地標
4,landscape,n./v.,景觀
4,largely,adv.,很大程度上
4,launch,v./n.,發射
4,lawful,adj.,合法的
4,lean,v./adj.,傾斜
4,learned,adj.,學到了
4,lecture,n./v.,演講
4,lecturer,n.,講師
4,legend,n.,傳奇
4,leisurely,adj./adv.,悠閒
4,lengthen,v.,加長
4,liar,n.,說謊者
4,librarian,n.,圖書館員
4,license,n./v.,執照
4,lifeguard,n.,救生員
4,limitation,n.,限制
4,linen,n.,亞麻布
4,lipstick,n.,口紅
4,liquor,n.,酒
4,literary,adj.,文學的
4,literature,n.,文學
4,loan,n./v.,貸款
4,lobster,n.,龍蝦
4,logic,n.,邏輯
4,logical,adj.,邏輯的
4,loosen,v.,鬆開
4,lousy,adj.,糟糕的
4,loyal,adj.,忠誠
4,loyalty,n.,忠誠
4,luxurious,adj.,豪華
4,luxury,n.,奢華
4,machinery,n.,機械
4,magnetic,adj.,磁的
4,magnificent,adj.,壯麗
4,makeup,n.,化妝品
4,manual,n./adj.,手動的
4,manufacture,n./v.,生產
4,manufacturer,n.,製造商
4,marathon,n.,馬拉松
4,margin,n.,利潤
4,maturity,n.,到期
4,maximum,adj./n.,最大限度
4,measurable,adj.,可測量的
4,measure(s),n.,措施
4,mechanic,n.,機械
4,mechanical,adj.,機械的
4,memorable,adj.,難忘
4,memorial,adj./n.,紀念館
4,memorize,v.,記住
4,merchant,n.,商人
4,mercy,n.,憐憫
4,mere,adj.,僅僅
4,merit,n.,優點
4,messenger,n.,信差
4,messy,adj.,凌亂的
4,microscope,n.,顯微鏡
4,mild,adj.,輕微
4,mill,n./v.,磨
4,millionaire,n.,百萬富翁
4,miner,n.,礦工
4,mineral,n.,礦物
4,minimum,adj./n.,最低限度
4,minister,n.,部長
4,ministry,n.,部
4,mischief,n.,惡作劇
4,miserable,adj.,悲慘的
4,misfortune,n.,不幸
4,mislead,v.,誤導
4,misunderstand,v.,誤解
4,moderate,adj.,緩和
4,modest,adj.,謙虛的
4,modesty,n.,謙遜
4,monitor,n./v.,監視器
4,monument,n.,紀念碑
4,moreover,adv.,而且
4,motivate,v.,激勵
4,motivation,n.,動機
4,mountainous,adj.,多山
4,muddy,adj.,渾
4,mule,n.,騾子
4,multiple,adj.,多種的
4,murderer,n.,兇手
4,murmur,n./v.,雜音
4,mutual,adj.,相互的
4,mysterious,adj.,神秘
4,namely,adv.,即
4,nationality,n.,國籍
4,needy,adj.,有需要的
4,neglect,n./v.,忽視
4,negotiate,v.,談判
4,nevertheless,adv.,儘管如此
4,nightmare,n.,惡夢
4,noble,adj./n.,高貴
4,nonsense,n.,廢話
4,nowadays,adv.,如今
4,nuclear,adj.,核
4,numerous,adj.,很多的
4,nursery,n.,苗圃
4,nutritious,adj.,有營養的
4,obedience,n.,服從
4,obedient,adj.,聽話
4,objection,n.,異議
4,objective,n./adj.,客觀的
4,observation,n.,觀察
4,obstacle,n.,障礙
4,obtain,v.,獲得
4,occasional,adj.,偶然
4,occupation,n.,職業
4,occupy,v.,佔據
4,offend,v.,得罪
4,offense,n.,罪行
4,offensive,adj.,進攻
4,opera,n.,歌劇
4,oppose,v.,反對
4,option,n.,選項
4,orbit,n./v.,軌道
4,orchestra,n.,樂團
4,orientation,n.,方向
4,orphan,n./v.,孤兒
4,otherwise,adv.,否則
4,outcome,n.,結果
4,outstanding,adj.,傑出的
4,oval,adj./n.,橢圓形
4,overcoat,n.,大衣
4,overcome,v.,克服
4,overlook,v.,俯瞰
4,overnight,adv./adj.,過夜
4,overthrow,v.,推翻
4,oxygen,n.,氧
4,pace,n./v.,步伐
4,panel,n.,控制板
4,parachute,n./v.,降落傘
4,paragraph,n.,段落
4,partial,adj.,部分的
4,participation,n.,參與
4,partnership,n.,合夥
4,passive,adj.,被動的
4,pasta,n.,義大利麵
4,paw,n./v.,爪子
4,peculiar,adj.,奇特
4,peep,n./v.,窺視
4,peer,n./v.,同行
4,penalty,n.,懲罰
4,percent,n.,百分比
4,percentage,n.,百分比
4,perfection,n.,完美
4,perfume,n./v.,香水
4,permanent,adj.,永恆的
4,persuasion,n.,勸說
4,persuasive,adj.,有說服力的
4,pessimistic,adj.,悲觀
4,pest,n.,害蟲
4,phenomenon,n.,現象
4,philosopher,n.,哲學家
4,philosophical,adj.,哲學的
4,philosophy,n.,哲學
4,photography,n.,攝影
4,physical,adj.,身體的
4,physician,n.,醫生
4,physicist,n.,物理學家
4,physics,n.,物理
4,pickle,n.,泡菜
4,pioneer,n./v.,先鋒
4,plentiful,adj.,豐富
4,plot,n./v.,陰謀
4,plum,n.,李子
4,plumber,n.,水管工
4,poisonous,adj.,有毒
4,polish,n./v.,拋光
4,popularity,n.,人氣
4,portable,adj.,便攜的
4,portray,v.,寫真
4,possess,v.,具有
4,possession,n.,擁有
4,postage,n.,郵資
4,potential,adj./n.,潛在的
4,precise,adj.,精確的
4,predict,v.,預測
4,prediction,n.,預言
4,pregnancy,n.,懷孕
4,pregnant,adj.,懷孕
4,presentation,n.,推介會
4,preservation,n.,儲存
4,preserve,v.,儲存
4,prevention,n.,預防
4,prime,adj./n.,主要的
4,primitive,adj.,原始
4,priority,n.,優先事項
4,privacy,n.,隱私
4,privilege,n./v.,特權
4,procedure,n.,程式
4,proceed,v.,繼續
4,productive,adj.,富有成效的
4,profession,n.,職業
4,professional,adj./n.,專業的
4,profitable,adj.,有利可圖
4,prominent,adj.,著名的
4,promising,adj.,有前途的
4,promotion,n.,晉升
4,prompt,v./adj./n.,迅速的
4,pronunciation,n.,發音
4,proposal,n.,提議
4,prosper,v.,繁榮
4,prosperity,n.,繁榮
4,prosperous,adj.,繁榮
4,protein,n.,蛋白質
4,protest,n./v.,反對
4,psychological,adj.,心理
4,psychologist,n.,心理學家
4,psychology,n.,心理學
4,publication,n.,出版品
4,publicity,n.,宣傳
4,publish,v.,發布
4,publisher,n.,出版商
4,pursue,v.,追求
4,pursuit,n.,追求
4,quarrel,n./v.,爭吵
4,quilt,n./v.,被子
4,quotation,n.,引述
4,radar,n.,雷達
4,rage,n./v.,憤怒
4,rainfall,n.,雨量
4,raisin,n.,葡萄乾
4,realistic,adj.,實際的
4,rebel,n./v.,反叛
4,recall,v./n.,記起
4,reception,n.,接待
4,recipe,n.,食譜
4,recognition,n.,認出
4,recovery,n.,恢復
4,recreation,n.,娛樂
4,recycle,v.,回收
4,reduction,n.,減少
4,refer,v.,參考
4,reference,n.,參考
4,reflect,v.,反映
4,reflection,n.,反射
4,reform,n./v.,改革
4,refugee,n.,難民
4,refund,n./v.,退款
4,refusal,n.,拒絕
4,regarding,prep.,關於
4,register,v./n.,登記
4,registration,n.,登記
4,regulate,v.,調節
4,regulation,n.,規定
4,rejection,n.,拒絕
4,relaxation,n.,鬆弛
4,relevant,adj.,相關的
4,relieve,v.,緩解
4,reluctant,adj.,不情願的
4,remark,n./v.,評論
4,remarkable,adj.,卓越
4,remedy,n./v.,補救
4,renew,v.,更新
4,repetition,n.,重複
4,representation,n.,表示
4,reputation,n.,名聲
4,rescue,n./v.,救援
4,research,n./v.,研究
4,researcher,n.,研究員
4,resemble,v.,類似
4,reservation,n.,預訂
4,resign,v.,辭職
4,resignation,n.,辭職
4,resistance,n.,反抗
4,resolution,n.,解決
4,resolve,v./n.,解決
4,respectable,adj.,可敬
4,respectful,adj.,恭敬的
4,restore,v.,恢復
4,restriction,n.,限制
4,retain,v.,保持
4,retire(ment),v./(n.),退休）
4,retreat,n./v.,撤退
4,reunion,n.,團圓
4,revenge,n./v.,復仇
4,revise,v.,修訂
4,revision,n.,修訂
4,revolution,n.,革命
4,revolutionary,adj./n.,革命性的
4,reward,n./v.,報酬
4,rhyme,n./v.,韻
4,rhythm,n.,韻律
4,riddle,n.,謎語
4,robber,n.,強盜
4,romance,n.,浪漫
4,route,n./v.,路線
4,ruin,v./n.,廢墟
4,rural,adj.,鄉村的
4,rusty,adj.,生鏽的
4,sacrifice,n./v.,犧牲
4,satellite,n.,衛星
4,satisfaction,n.,滿意
4,scarcely,adv.,幾乎不
4,scenery,n.,風景
4,scold,v./n.,罵
4,scoop,n./v.,舀
4,scratch,n./v.,刮痕
4,sculpture,n./v.,雕塑
4,secure,v./adj.,安全的
4,seize,v.,搶佔
4,settler,n.,定居者
4,severe,adj.,劇烈
4,sew,v.,縫
4,shade,n./v.,陰影
4,shady,adj.,陰涼
4,shameful,adj.,可恥
4,shave,v./n.,刮鬍子
4,shelter,n./v.,庇護所
4,shift,n./v.,轉移
4,sightseeing,n.,觀光
4,signature,n./adj.,簽名
4,significance,n.,意義
4,sincerity,n.,誠意
4,singular,adj./n.,單數
4,site,n./v.,地點
4,sketch,n./v.,草圖
4,skyscraper,n.,摩天大樓
4,slight,adj./n./v.,輕微
4,slogan,n.,口號
4,socket,n.,插座
4,software,n.,軟體
4,solar,adj.,太陽的
4,spade,n.,鏟
4,spare,adj./v./n.,空閒的
4,spark,n./v.,火花
4,spear,n./v.,矛
4,species,n.,種
4,spiritual,adj.,精神
4,splendid,adj.,燦爛
4,split,v./n.,分裂
4,sprinkle,v./n.,撒
4,stab,n./v.,刺
4,statistic(s),n.,統計數據）
4,status,n.,地位
4,stem,n./v.,幹
4,stereo,n.,立體聲
4,stingy,adj.,小氣
4,stocking(s),n.,長襪
4,strengthen,v.,加強
4,stripe,n.,條紋
4,strive,v.,努力
4,stroke,n./v.,中風
4,submarine,n./adj.,潛水艇
4,sue,v.,起訴
4,suggestion,n.,建議
4,summarize,v.,總結
4,surgeon,n.,外科醫生
4,surgery,n.,手術
4,surrender,v./n.,投降
4,surroundings,n.,周圍環境
4,suspicious,adj.,可疑的
4,sway,n./v.,搖擺
4,syllable,n.,音節
4,sympathetic,adj.,富有同情心的
4,sympathy,n.,同情
4,systematic,adj.,系統的
4,technician,n.,技術員
4,technological,adj.,技術性的
4,telegraph,n./v.,電報
4,telescope,n.,望遠鏡
4,tendency,n.,趨勢
4,tense,adj./v.,緊張
4,tension,n.,緊張
4,terror,n.,恐怖
4,theme,n.,主題
4,thorough,adj.,徹底
4,thoughtful,adj.,周到
4,tickle,v./n.,癢癢
4,timetable,n.,時間表
4,timid,adj.,膽小
4,tolerable,adj.,可以忍受的
4,tolerance,n.,寬容
4,tolerant,adj.,寬容
4,tolerate,v.,容忍
4,tomb,n.,墓
4,tortoise,n.,龜
4,torture,n./v.,酷刑
4,tragedy,n.,悲劇
4,tragic,adj.,悲慘
4,transfer,n./v.,轉移
4,transform,v.,轉換
4,translate,v.,翻譯
4,translation,n.,翻譯
4,translator,n.,翻譯者
4,transportation,n.,運輸
4,tremble,v./n.,顫抖
4,tremendous,adj.,巨大的
4,tribal,adj.,部落的
4,triumph,n./v.,勝利
4,troublesome,adj.,麻煩的
4,tumble,v./n.,翻滾
4,twig,n.,枝條
4,universal,adj./n.,普遍的
4,urge,n./v.,敦促
4,urgent,adj.,緊迫的
4,usage,n.,用法
4,vacancy,n.,空缺
4,vain,adj.,徒勞的
4,vast,adj.,廣闊的
4,vegetarian,n.,素食主義者
4,vessel,n.,血管
4,violate,v.,違反
4,violation,n.,違反
4,virtue,n.,美德
4,virus,n.,病毒
4,visual,adj.,視覺的
4,vital,adj.,必不可少的
4,voluntary,adj.,自願
4,volunteer,n./v.,志工
4,voyage,n./v.,航程
4,waken,v.,喚醒
4,website,n.,網站
4,welfare,n.,福利
4,wink,n./v.,眨眼
4,wit,n.,機智
4,witch/wizard,n.,女巫/巫師
4,withdraw,v.,提取
4,witness,n./v.,證人
4,workout,n.,鍛鍊
4,workplace,n.,工作場所
4,wreck,n./v.,破壞
4,yawn,n./v.,打哈欠
4,youthful,adj.,青春的
5,abnormal,adj.,異常
5,abolish,v.,取消
5,abortion,n.,流產
5,abrupt,adj.,突然的
5,absurd,adj.,荒誕
5,abundant,adj.,豐富
5,abuse,n./v.,虐待
5,accelerate,v.,加速
5,accessible,adj.,無障礙
5,accommodate,v.,容納
5,accommodation,n.,住宿
5,accord,n./v.,符合
5,accounting,n.,會計
5,acknowledge(ment),v./(n.),確認（承認）
5,acquaint,v.,結識
5,acquisition,n.,獲得
5,activist,n.,活動家
5,acute,adj.,急性
5,administration,n.,行政
5,administrative,adj.,行政
5,administrator,n.,行政人員
5,adolescent,adj./n.,青少年
5,adore,v.,崇拜
5,adverse,adj.,不利的
5,advocate,n./v.,提倡
5,affection,n.,感情
5,agenda,n.,議程
5,aggression,n.,侵略
5,agony,n.,痛苦
5,agricultural,adj.,農業
5,aisle,n.,走道
5,alcoholic,adj./n.,酗酒的
5,alien,adj./n.,外星人
5,allergic,adj.,過敏的
5,allergy,n.,過敏
5,alliance,n.,聯盟
5,allocate,v.,分配
5,ally,n./v.,盟友
5,alongside,prep./adv.,旁邊
5,alter,v.,改變
5,alternate,adj./v./n.,備用
5,amend,v.,修正
5,ample,adj.,充足
5,analyst,n.,分析師
5,anonymous,adj.,匿名的
5,anticipate,v.,預料
5,antique,adj./n.,古董
5,applause,n.,掌聲
5,appliance,n.,器皿
5,apt,adj.,易於
5,architect,n.,建築師
5,architecture,n.,建築學
5,arena,n.,競技場
5,arouse,v.,引起
5,array,n.,大批
5,arrogant,adj.,傲慢的
5,articulate,v./adj.,表達清楚
5,ass,n.,屁股
5,assault,n./v.,突擊
5,assert,v.,斷言
5,assess(ment),v./(n.),評估）
5,asset,n.,資產
5,assumption,n.,假設
5,astonish(ment),v./(n.),驚訝（心）
5,athletics,n.,競技
5,attendance,n.,出席率
5,attic,n.,閣樓
5,attorney,n.,律師
5,attribute,v.,屬性
5,auction,n./v.,拍賣
5,authorize,v.,授權
5,autonomy,n.,自治
5,awe,n./v.,敬畏
5,backyard,n.,後院
5,ballot,n./v.,選票
5,ban,n./v.,禁止
5,banner,n.,橫幅
5,barren,adj.,荒蕪
5,batch,n.,批次
5,behalf,n.,代表
5,belongings,n.,財物
5,beloved,adj./n.,心愛
5,beneficial,adj.,有利
5,betray,v.,背叛
5,beware,v.,提防
5,bias,n./v.,偏見
5,bid,n./v.,出價
5,biological,adj.,生物
5,bizarre,adj.,奇異的
5,blast,n./v.,霹靂
5,blur,n./v.,模糊
5,blush,n./v.,臉紅
5,bodyguard,n.,保鑣
5,bolt,n./v.,螺栓
5,bonus,n.,獎金
5,boom,n./v.,繁榮
5,boost,v./n.,促進
5,booth,n.,攤位
5,boredom,n.,無聊
5,bound,v./n.,邊界
5,boundary,n.,邊界
